url,tipo,descripcion,servicios,datos_contacto,sede
,         Fútbol 5,        Torneo de Fútbol 5 en Córdoba.,"      Vestuarios,    Bar / Restaurante,    Parrilla,    Estacionamiento", Tel.: 3512329725 Web: www.facebook.com/copagalaxyy/,1 Sedes:  - Sede Córdoba: La Gran 7 
,         Fútbol 8,        Días de juego: viernes desde las 18 y sábado y domingo desde las 13  ,"      Vestuarios,    Bar / Restaurante,    Cumpleaños,    Estacionamiento"," Tel.:  0221-6705730                Fútbol 8              Días de juego: viernes desde las 18 y sábado y domingo desde las 13             Vestuarios,    Bar / Restaurante,    Cumpleaños,    Estacionamiento           ver todas                          ",1 Sedes:  - Sede Gonnet: Complejo El Galpón 
,         Fútbol 5,"        Maximo 10 jugadores, minimo 8   Dia : Domingos  Horarios : de 14 a 19 hs  FECHAS: 9 + FINAL     Contamos con canchas de cesped sintetico en perfecto estado, vestuarios, y bar/buffet.  FOTOGRAFO PROFESIONAL   ARBITROS DE LA ASOCIACION DE ARBITROS DE ROSARIO   COBERTURA MEDICA DURANTE TODA LA JORNADA   ","      Vestuarios,    Bar / Restaurante,    Parrilla", Tel.: 341 3029649 Web: https://www.facebook.com/fuertealmedio.torneo,
,"         Fútbol 5, 6, 7 y 8","        Somos una organización encargada de realizar torneos amateur de futbol , con el objetivo de promover el deporte y el buen clima entre los participantes.  Contactos:   15 3566 6097 (Lautaro)  15 6030 0655 (Ezequiel)  15 3345 2483 (Martel)","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Gimnasio", Tel.: 15 3566 6097  Web: www.torneosafva.com,2 Sedes:  - Sede Gerli: Gerli Stadium - Sede Lanús: Country Club Valentin Alsina 
,         Fútbol 5 y 9,"        El torneo incluye:  Arbitrajes profesionales,  Premio al mejor jugador del partido,  Entrevistas,  Fotografías profesionales,  filmación de los partidos,   Servicio de emergencia,   Premios exclusivos (no juegues solo por las camisetas),  Sede de 1° nivel (canchas nuevas)","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    Seguridad,    Estacionamiento,    Salón de Eventos", Tel.: 1532305274 Web: http://torneosalangulo.com.ar/,4 Sedes:  - Sede Nuñez: Fútbol Urbano - Sede Paternal: Fútbol Urbano Paternal - Sede Villa Crespo: El Predio - Sede Funes: El Predio 
,"         Fútbol 5, 6 y 7","        En Hakuna torneos, nos dedicamos a la organización de torneos masculinos/femeninos de fútbol amateur, y a la producción de eventos deportivos para empresas.  Fomentamos la actividad física y el ocio mediante el deporte al aire libre, con el objetivo de consolidar un ambiente de respeto y compañerismo, para así, poder disfrutar de todas las actividades.","      Vestuarios,    Bar / Restaurante,    Estacionamiento", Tel.: 011 3630-2360 Web: www.hakunatorneos.com.ar,1 Sedes:  - Sede Pilar: El Semillero 
,         Fútbol 5 y 6,"        Eventos deportivos:   torneos de fútbol,  femenino/masculino,  fútbol tenis y  torneo de penales  ","      Vestuarios,    Gimnasio,    Bar / Restaurante,    Escuelita de Fútbol", Tel.: 1159760882 - 1124584274 Web: www.facebook.com/torneolabalon,1 Sedes:  - Sede Villa Raffo: Complejo Deportivo Fortius 
,         Fútbol 5,"        Abierta la inscripcion! Primer torneo sudamericano de Futbol 5! 8 canchas en simultaneo en Oeste Futbol!  Suma a tu equipo representando a tu pais!  paises participantes: Argentina, Brasil, Chile, Bolivia, Peru, Colombia, Uruguay, Venezuela y Ecuador.","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños"," Tel.: 1532704566               Fútbol 5              Abierta la inscripcion! Primer torneo sudamericano de Futbol 5! 8 canchas en simultaneo en Oeste Futbol!  Suma a tu equipo representando a tu pais!  paises participantes: Argentina, Brasil, Chile, Bolivia, Peru, Colombia, Uruguay, Venezuela y Ecuador.           Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños           ver todas                          ",1 Sedes:  - Sede Ciudadela: Oeste Fútbol 
,         Fútbol 5,"        Los mejores premios, cobertura con fotos, videos, todas las redes sociales. Figuras de partido y mucho más! 1562885943 // 1530875259","      Vestuarios,    Escuelita de Fútbol"," Tel.: 1562885943 // 1530875259               Fútbol 5              Los mejores premios, cobertura con fotos, videos, todas las redes sociales. Figuras de partido y mucho más! 1562885943 // 1530875259           Vestuarios,    Escuelita de Fútbol           ver todas                          ",1 Sedes:  - Sede Bernal: El garage fútbol 
,         Fútbol 5,        Nuestros torneos se diferencian por su amigable y divertido clima. Superó todas las expectativas en la edición 2016 con una increíble concurrencia y repercusión convirtiéndose en uno de los torneos más esperados de San Fernando.,"      Vestuarios,    Bar / Restaurante,    Torneos"," Tel.: 15-5767-6450               Fútbol 5              Nuestros torneos se diferencian por su amigable y divertido clima. Superó todas las expectativas en la edición 2016 con una increíble concurrencia y repercusión convirtiéndose en uno de los torneos más esperados de San Fernando.           Vestuarios,    Bar / Restaurante,    Torneos           ver todas   fotos                                           ",
,         Fútbol 7,        INSCRIPCIONES ABIERTAS FUTBOL 7 HOMBRES Y MUJERES    Comienzo del torneo masculino 4 de marzo  Comienzo del torneo femenino 5 de marzo  Predio ubicado en 32 y 153    .Estacionamiento gratuito y privado  .Servicios de buffet y parrilla  .Seguridad privada  .Vestuario equipado con ducha  .Precios accesibles  .Grandes premios    Informacion para inscribirse por mensaje privado o envia un mensaje de whatsapp al 221-5383356 o al 221-5999605,"      Vestuarios,    Bar / Restaurante,    Estacionamiento,    TV"," Tel.: 2215383356               Fútbol 7              INSCRIPCIONES ABIERTAS FUTBOL 7 HOMBRES Y MUJERES    Comienzo del torneo masculino 4 de marzo  Comienzo del torneo femenino 5 de marzo  Predio ubicado en 32 y 153    .Estacionamiento gratuito y privado  .Servicios de buffet y parrilla  .Seguridad privada  .Vestuario equipado con ducha  .Precios accesibles  .Grandes premios    Informacion para inscribirse por mensaje privado o envia un mensaje de whatsapp al 221-5383356 o al 221-5999605           Vestuarios,    Bar / Restaurante,    Estacionamiento,    TV           ver todas                          ",1 Sedes:  - Sede La Plata: La Plata 
,"         Fútbol 5, 6 y 7","        En Copa Rey del Sur contamos con más de 120 equipos, el mejor nivel de fútbol y premios de zona sur.  Contamos con torneos de F5 (El Predio, Lomas), F6 (Parque Cervecero, Quilmes) y F7 (Club Villa Modelo, Gerli)  Nos destacamos por tener el torneo de fútbol 7 más grande con 88 equipos en 3 categorías.  Todas las finales se transmiten en vivo por nuestro canal de YouTube.  Y a cada campeón además de entregarle la copa y su voucher de indumentaria ED se le hace un álbum de figuritas personalizado, algo único.","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños", Tel.: 1169966513 Web: www.facebook.com/copareydelsursabados,2 Sedes:  - Sede Avellaneda: Club Villa Modelo - Sede Lomas de Zamora: El Predio Lomas 
,         Fútbol 5,"        Torneo de fútbol 5, cancha de césped sintético en excelente estado, estacionamiento gratuito se juega los días domingos.","      Vestuarios,    Torneos", Tel.: 1566104333 Web: https://www.facebook.com/Torneo-REY-del-oeste-1519947048049414/,1 Sedes:  - Sede Ramos Mejia: Ramos Mejía 
,,"        El Torneo CUP es un torneo de fútbol amateur con mas de 25 años de trayectoria, en el cual juegan profesionales y estudiantes universitarios de diferentes disciplinas . Nuestros jugadores son hombres y mujeres, amantes de la vida sana y el deporte al aire libre que tienen entre 18 y 65 años. El espíritu del Torneo CUP busca promover a través del deporte y la vida sana los valores de la amistad y la competencia leal. Brindando la posibilidad de crecer y disfrutar varios años de confraternidad a través de sus distintas categorías.","      Vestuarios,    Bar / Restaurante,    Estacionamiento"," Tel.: +542614200897                   El Torneo CUP es un torneo de fútbol amateur con mas de 25 años de trayectoria, en el cual juegan profesionales y estudiantes universitarios de diferentes disciplinas . Nuestros jugadores son hombres y mujeres, amantes de la vida sana y el deporte al aire libre que tienen entre 18 y 65 años. El espíritu del Torneo CUP busca promover a través del deporte y la vida sana los valores de la amistad y la competencia leal. Brindando la posibilidad de crecer y disfrutar varios años de confraternidad a través de sus distintas categorías.           Vestuarios,    Bar / Restaurante,    Estacionamiento           ver todas                          ",1 Sedes:  - Sede Maipu: Maipú 
,,        TANDIL - Del 10 al 13 de febrero de 2018  Categorías: Elite (36 a 45 años) y Master (+ 46 años)  Formato Mundial: 8 zonas de 4 equipos c/u. Clasificando los 2 primeros a Octavos de final. 9 jugadores en campo (8 + arquero)  Mínimo garantizado: 3 partidos por equipo.  2 tiempos de 25´c/u    TERCER TIEMPO OBLIGATORIO. Fiesta del evento incluida en el valor de la inscripción.,, Tel.: +54 9 249 449 2999                   TANDIL - Del 10 al 13 de febrero de 2018  Categorías: Elite (36 a 45 años) y Master (+ 46 años)  Formato Mundial: 8 zonas de 4 equipos c/u. Clasificando los 2 primeros a Octavos de final. 9 jugadores en campo (8 + arquero)  Mínimo garantizado: 3 partidos por equipo.  2 tiempos de 25´c/u    TERCER TIEMPO OBLIGATORIO. Fiesta del evento incluida en el valor de la inscripción.     ,1 Sedes:  - Sede Tandil: Tandil 
,         Fútbol 8 y 9,"        orneo de futbol 8 y 9, cesped sintetico, complejo Stadio. Se juega sabados y domingos. Vestuario, bufet, estacionamiento. el mejor lugar de florencio varela para la practica de futbol. Av. San Martin 701.","      Vestuarios,    Bar / Restaurante,    Torneos,    Estacionamiento"," Tel.: 1532362551               Fútbol 8 y 9              orneo de futbol 8 y 9, cesped sintetico, complejo Stadio. Se juega sabados y domingos. Vestuario, bufet, estacionamiento. el mejor lugar de florencio varela para la practica de futbol. Av. San Martin 701.           Vestuarios,    Bar / Restaurante,    Torneos,    Estacionamiento           ver todas                          ",1 Sedes:  - Sede Florencio Varela: Florencia Varela 
,         Fútbol 5,"        Torneo Futbol 5.  En C.S. y D.D. Villa Furst  San Lorenzo 552, San Andres    ⚽Se juega lunes y jueves desde las 20. Cada equipo juega un partido por semana...    ⚽Es una liga de 7 fechas, los 4 primeros juegan la copa de oro y los otros 4 la copa de plata. 9 partidos asegurados por equipo.    ⚽Los premios son: juego de camisetas y copa para el campeón de la copa de oro.    Copa para el subcampeón.    Pelota y copa para el ganador de la copa de plata.    Ademas distinciones individuales y premios sorpresa.    ⚽La inscripción es de $1200, se paga ademas $500 por partido.",," Tel.: 011-15-25135107               Fútbol 5              Torneo Futbol 5.  En C.S. y D.D. Villa Furst  San Lorenzo 552, San Andres    ⚽Se juega lunes y jueves desde las 20. Cada equipo juega un partido por semana...    ⚽Es una liga de 7 fechas, los 4 primeros juegan la copa de oro y los otros 4 la copa de plata. 9 partidos asegurados por equipo.    ⚽Los premios son: juego de camisetas y copa para el campeón de la copa de oro.    Copa para el subcampeón.    Pelota y copa para el ganador de la copa de plata.    Ademas distinciones individuales y premios sorpresa.    ⚽La inscripción es de $1200, se paga ademas $500 por partido.     ",
,         Fútbol 5,"        HORA ESTIMADA DE COMIENZO: 12:30HS, FINALIZACION ESTIMADA:18HS  Premio:1) Asado para el equipo CAMPEON, mas bebidas (fernet y coca-cola), mas trofeo.  2) 2 packs de latas de cerveza de 473cc.  torneo de ZONAS de 4, mínimo 3 partidos. 4TOS, SEMIS Y FINAL  el partido dura 30 minutos, tiempos de 15 minutos.  cambios indefinidos. Arbitros de A.F.A.  Tel. : 221-4987087(whatsapp) 221-5349336(Whatsapp)","      Bar / Restaurante,    Torneos"," Tel.: 2214987087               Fútbol 5              HORA ESTIMADA DE COMIENZO: 12:30HS, FINALIZACION ESTIMADA:18HS  Premio:1) Asado para el equipo CAMPEON, mas bebidas (fernet y coca-cola), mas trofeo.  2) 2 packs de latas de cerveza de 473cc.  torneo de ZONAS de 4, mínimo 3 partidos. 4TOS, SEMIS Y FINAL  el partido dura 30 minutos, tiempos de 15 minutos.  cambios indefinidos. Arbitros de A.F.A.  Tel. : 221-4987087(whatsapp) 221-5349336(Whatsapp)           Bar / Restaurante,    Torneos           ver todas                          ",1 Sedes:  - Sede La Plata: Soccer City 
,         Fútbol 5,"        Torneo Futbol 5, modalidad todos contra todos y definición definición​por Play Off  Se juega los días sábados","      Vestuarios,    Estacionamiento"," Tel.: 2214705436               Fútbol 5              Torneo Futbol 5, modalidad todos contra todos y definición definición​por Play Off  Se juega los días sábados           Vestuarios,    Estacionamiento           ver todas                          ",1 Sedes:  - Sede La Plata: Dame Oxígeno 
,         Fútbol 5,"        Torneo Fútbol 5 en Fútbol Comu:     El mejor y más moderno predio de Capital Federal  (Av San Martín y Tinogasta, Agronomía).    Estacionamiento Gratis.     Buffet de Primer Nivel.     Asistencia Médica.     INSCRIPCIÓN SIN CARGO    Hidratación con bebida Powerade en el entretiempo.     Fotos y videos en Redes Sociales.     Premios para:     Campeón, Subcampeón, Goleador, Valla Menos Vencida, Figura del Partido.    No te lo podés perder, abierta la inscripción: 11 5 102 1518","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Colegios,    TV"," Tel.:  1151021518               Fútbol 5              Torneo Fútbol 5 en Fútbol Comu:     El mejor y más moderno predio de Capital Federal  (Av San Martín y Tinogasta, Agronomía).    Estacionamiento Gratis.     Buffet de Primer Nivel.     Asistencia Médica.     INSCRIPCIÓN SIN CARGO    Hidratación con bebida Powerade en el entretiempo.     Fotos y videos en Redes Sociales.     Premios para:     Campeón, Subcampeón, Goleador, Valla Menos Vencida, Figura del Partido.    No te lo podés perder, abierta la inscripción: 11 5 102 1518           Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Colegios,    TV           ver todas   fotos                                      ",1 Sedes:  - Sede Agronomía: Fútbol Comu 
,         Fútbol 11,,"      Vestuarios,    Bar / Restaurante,    Torneos", Tel.: 3516-350680 Web: http://www.torneogolden.com.ar/,1 Sedes:  - Sede Córdoba: La Sabina 
,         Fútbol 11,        TORNEOS DE FUTBOL 11 VETERANOS EDADES +35 +45 + 55,"      Vestuarios,    Torneos", Tel.: 1161827878 Web: www.sportevents.com.ar,1 Sedes:  - Sede Berazategui: Ranelagh 
,         Fútbol 11,        La Liga Universitaria del Interior es un campeonato de fútbol 11 en la ciudad de La Plata en que cada equipo representa a su ciudad natal.,"      Vestuarios,    Ayuda Médica ,    Parrilla,    Estacionamiento,    Seguridad,    Torneos,    Cumpleaños,    Salón de Eventos",,2 Sedes:  - Sede La Plata: Predio 98 - Sede Gonnet: Predio La Pulguita 
,         Fútbol 5,        Torneo masculino y femenino,      Vestuarios, Tel.:  0221 674-1430 Web: www.facebook.com/Torneo-El-Desaf%C3%ADo-1605010749625653/,1 Sedes:  - Sede La Plata: Camp Nou - La Plata 
,         Fútbol 11,        La revolución del fútbol amateur juvenil tucumano. Tu clásico de los viernes,"      Vestuarios,    Bar / Restaurante,    Cumpleaños,    Parrilla,    TV", Tel.: 0381 300-8450 Web: www.instagram.com/torneoslbdg/,1 Sedes:  - Sede Yerba Buena: YoClaudio 
,         Fútbol 5,"        Torneorosarinof5 masculino;  Importantes Premios;  Fotografos, árbitros profesionales, seguridad privada En los mejores predios de Rosario","      Gimnasio,    Bar / Restaurante,    Torneos,    Cumpleaños,    Parrilla", Tel.: 3416881865 Web: www.instagram.com/torneorosarinof5/,1 Sedes:  - Sede Rosario: Coliseum Fútbol 
,"         Fútbol 5, 7 y 8","        Ligas de Fútbol Amateur: Fútbol 5 / Fútbol 7 / Fútbol 8. Torneos durante la semana (Lunes, Martes, Jueves) por la noche y Sábados por la tarde. Contamos con 3 sedes Funes, Granadero, Baigorria y Fisherton.","      Vestuarios,    Bar / Restaurante,    Parrilla,    Estacionamiento,    Torneos", Tel.: 3412533852 Web: www.copafunes.com,2 Sedes:  - Sede Funes: De Arco a Arco - Sede Funes: Área Moby 
,         Fútbol 9,"        FÚTBOL 9 en cancha de fútbol sintético en el complejo Pilar Arena(Km 51.5 Panamericana). Se juega con pelotas y pecheras Nike, arbitro, veedor y muy buena organización. ","      Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Parrilla,    Estacionamiento"," Tel.: 1132722401               Fútbol 9              FÚTBOL 9 en cancha de fútbol sintético en el complejo Pilar Arena(Km 51.5 Panamericana). Se juega con pelotas y pecheras Nike, arbitro, veedor y muy buena organización.            Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Parrilla,    Estacionamiento           ver todas                          ",1 Sedes:  - Sede Pilar: Pilar Arena Futbol 
